target,text
10900,mantap pendampingan kurirnya kak 
10901,coba dicek kbbi nya 
10902,mantapsekarang market place nya seleksi seller seller nakal nya 
10903,menempuh jalur hukum 
10904,mantap pendampingan kurirnya kak 
10905,tidak katana pedang samurai pedangnya samurai 
10906,mantap pendampingan kurirnya kak 
10907,yes love banget 
10908,mantap pendampingan kurirnya kak 
10909,mantap pendampingan kurirnya kak 
10910,mantap pendampingan kurirnya kak 
10911,samurainya keluar eh tidak mengerti basa indo 
10912,mungkin warga indo ngertinya samurai sih drpd katana katana mobil 
10913,salut 
10914,mungkin beli via cod milihnya pakai x 
10915,mantap pendampingan kurirnya kak 
10916,mantap pendampingan kurirnya kak 
10917,mantap pendampingan kurirnya kak 
10918,pelaku curiga lantaran paketnya tidak pesanan kurir memintanya mengembalikan barang 
10919,mendayung pulau terlampaui apresiasi kepedulian kurir langkah ambil trust seller cust perusahaan si cepat berefek pertumbuhan pengguna layanan langkah bagus 
10920,kakak menjaga privasi dalam pemberian data bantu menghubungi layanan customer service informasikan kak terima kasih menghubungi ekspres 
10921,mantap pendampingan kurirnya kak 
10922,hai kak dika bantu terima kasih 
10923,terbiasa belanja warung combat or death cod 
10924,mantap pendampingan kurirnya kak 
10925,menempuh jalur hukum 
10926,mantap pendampingan kurirnya kak 
10927,mantap pendampingan kurirnya kak 
10928,mantap pendampingan kurirnya kak 
10929,setuju 
10930,yok yok kasusnya marah doang pakai kasar pengancaman dilaporin ga sih biar custumer bodoh sok pinter dilaporin 
10931,psjarang jarang lihat perusahaannya turun tangan link media 
10932,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
10933,mantap cepat cepat tanggap 
10934,mantap pendampingan kurirnya kak 
10935,bukannya jasa kurir tidak kaya shopie 
10936,mantap pendampingan kurirnya kak 
10937,mantap pendampingan kurirnya kak 
10938,kasih ampun min 
10939,mantap pendampingan kurirnya kak 
10940,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
10941,mantap pendampingan kurirnya kak 
10942,pke shopee express lambat banget deh ngirim semlm nyampe shopee express kirim asalnya melulu 
10943,mantap pendampingan kurirnya kak 
10944,hai kak selamat malam ekspres perihal bantu terima kasih 
10945,mantap pendampingan kurirnya kak 
10946,mantap pendampingan kurirnya kak 
10947,mntapp 
10948,mantap pendampingan kurirnya kak 
10949,mantap pendampingan kurirnya kak 
10950,pakai katana samurai bagus memang mengancam pakai senjata tajam urusan polisi 
10951,cepat balesnya 
10952,mantap pendampingan kurirnya kak 
10953,mantap pendampingan kurirnya kak 
10954,sayang 
10955,mantap pendampingan kurirnya kak 
10956,menempuh jalur hukum 
10957,mesen paket pakai tanggal eh mesen pakai jntnya kmrin barangnya 
10958,mantap pendampingan kurirnya kak 
10959,mantap pendampingan kurirnya kak 
10960,mantap pendampingan kurirnya kak 
10961,robot bernama hamid 
10962,menempuh jalur hukum 
10963,mantap pendampingan kurirnya kak 
10964,mantap pendampingan kurirnya kak 
10965,benar cepat love 
10966,mantap pendampingan kurirnya kak 
10967,mantap pendampingan kurirnya kak 
10968,mantap pendampingan kurirnya kak 
10969,mantap pendampingan kurirnya kak 
10970,mantap pendampingan kurirnya kak 
10971,mantap pendampingan kurirnya kak 
10972,spbu tidak bersikap 
10973,mantap pendampingan kurirnya kak 
10974,maap bang ga segitu paham samurai eh katana eh pedang eh tidak wkwk 
10975,buruan diikuti lindungi profesi kurir tidak tnp 
10976,tertawa jagoan 
10977,mantap pendampingan kurirnya kak 
10978,mantap pendampingan kurirnya kak 
10979,loh om cahyadi 
10980,benar lindungi kurir customer seller nakal ibu bodoh in ga kabar nya 
10981,kayaknya wakizashi ukuran katana panjang 
10982,mantap pendampingan kurirnya kak 
10983,mantap pendampingan kurirnya kak 
10984,yah kebiasaan masyarakat entri samurai kbbi definisi prajurit jepang pedang 
10985,mantap pendampingan kurirnya kak 
10986,paling mantap jdid 
10987,mantap pendampingan kurirnya kak 
10988,typo sih yapi kan cepat wkwk 
10989,legal staff s love 
10990,vidonya tidak 
10991,mantap pendampingan kurirnya kak 
10992,memang tercepat 
10993,mantap pendampingan kurirnya kak 
10994,mantap pendampingan kurirnya kak 
10995,gini backing karyawan perlu kejadian tidak 
10996,ben ra tuman 
10997,mantap pendampingan kurirnya kak 
10998,mantap pendampingan kurirnya kak 
10999,mantap pendampingan kurirnya kak 
11000,mantap pendampingan kurirnya kak 
11001,mantap pendampingan kurirnya kak 
11002,katana ffs 
11003,mantap pendampingan kurirnya kak 
11004,mantap pendampingan kurirnya kak 
11005,perlu ditiru 
11006,mantap pendampingan kurirnya kak 
11007,kerenlah mah 
11008,mantap pendampingan kurirnya kak 
11009,mantap pendampingan kurirnya kak 
11010,caranya ngancem pakai samurai pakai katana bukan 
11011,tuh deh 
11012,keren paketku ganyampe sehari 
11013,mantap pendampingan kurirnya kak 
11014,ngerasa ga kurir barangnya 
11015,gg geming 
11016,mantap pendampingan kurirnya kak 
11017,mantap pendampingan kurirnya kak 
11018,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11019,penjual online terbukti menjual barang palsu menjual barang tidak dipolisikan keributan 
11020,sayang banget gaboong 
11021,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11022,mantap pendampingan kurirnya kak 
11023,mantap pendampingan kurirnya kak 
11024,mantap pendampingan kurirnya kak 
11025,mantap pendampingan kurirnya kak 
11026,mantap pendampingan kurirnya kak 
11027,hai kak pengiriman solo bekasi menggunakan layanan gila cargo minimal kg rp kak kakak melakukan pengecekan website terima kasih 
11028,mantap pendampingan kurirnya kak 
11029,mantap pendampingan kurirnya kak 
11030,mantap pendampingan kurirnya kak 
11031,mantap pendampingan kurirnya kak 
11032,mantap pendampingan kurirnya kak 
11033,si cepat memang cepat 
11034,mantap pendampingan kurirnya kak 
11035,mantap pendampingan kurirnya kak 
11036,mantap pendampingan kurirnya kak 
11037,mantap pendampingan kurirnya kak 
11038,mantap pendampingan kurirnya kak 
11039,mantap pendampingan kurirnya kak 
11040,mantap pendampingan kurirnya kak 
11041,smoga ditiru jasa kirim yokyokk 
11042,mantap pendampingan kurirnya kak 
11043,mantap pendampingan kurirnya kak 
11044,mantap pendampingan kurirnya kak 
11045,woo keren 
11046,mantap pendampingan kurirnya kak 
11047,materai ga berlaku 
11048,mantap pendampingan kurirnya kak 
11049,mantap pendampingan kurirnya kak 
11050,paling favorit 
11051,mantap pendampingan kurirnya kak 
11052,mantap pendampingan kurirnya kak 
11053,mantap pendampingan kurirnya kak 
11054,mantap pendampingan kurirnya kak 
11055,sayang 
11056,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11057,kakak mohon maaf dibantu diinfo nomor resi manualnya kakak terima kasih 
11058,order barang marketplace palembang pakai dikirim tanggal barang tanggal malang pakai anteraja dikirim tanggal barang tanggal tidak logis anteraja 
11059,hahahha 
11060,maunya adidas bukan nike 
11061,memang 
11062,hai kakak data system paket dalam proses pengiriman tujuan alamat rumah tim operasional mengirimkan paketnya maksimal jam tujuan alamat kantor jam terimakasih 
11063,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11064,laporan polisi terkait kurirnya diancam pria ber samurai ciputat 
11065,paling juara paling cepat dibanding 
11066,ruangguru dinilai berpeluang unicorn ketujuh ruangguru sicep 
11067,hai selamat malam kakak ekspres bantu kak terima kasih menghubungi ekspres 
11068,sayang 
11069,lho kurir ngurusin seller ga nyambung banget 
11070,psjarang jarang lihat perusahaannya turun tangan link media 
11071,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11072,junjunganku 
11073,paling keren deh 
11074,kasus pria ancam kurir pakai samurai polisi selidiki online shop 
11075,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11076,hai kakak selamat malam nike ekspres dibantu kakak 
11077,miluv beneran cepat kurir 
11078,beberkan duduk perkara kurirnya diancam samurai pria tangsel 
11079,sayang 
11080,kakak melakukan komplaint whatsapp official line kak terima kasih agent 
11081,hai kakak ekspres bantu terimakasih 
11082,beberkan duduk perkara kurirnya diancam samurai pria tangsel 
11083,kak letizia day makan 
11084,penerima min 
11085,beberkan duduk perkara kurirnya diancam samurai pria tangsel 
11086,mantab kasi kendor 
11087,loh kak letizia nya kak nike 
11088,hai kakak selamat malam nike ekspres pengecekkan system mohon dibantu infokan pengetikkan manual nomor resi paket kakak awali angka digit nomor resi kak terima kasih 
11089,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11090,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11091,kak mohon maaf kakak pengirim penerima terimakasih 
11092,hai kakak malam hamid ekspres kendala kakak alami diinfo nomor resi manual nya kakak 
11093,menempuh jalur hukum 
11094,kakak mohon maaf ketidaknyamanannya bantu 
11095,gini mbak letizia hujan turun 
11096,pengacara tidak membedakan samurai katana 
11097,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11098,jakarta jasa pengiriman resmi lapor polisi pasca kurir diancam parang mengantar barang cod ciputat tangerang selatan laporan 
11099,menempuh jalur hukum 
11100,terkait keselamatan menimpa kurir diproses hukum 
11101,terima kasih maaf yah off in shopee ku 
11102,robot bernama hamid 
11103,alamat diset office ngirimnya malam melulu sih 
11104,emg top 
11105,menempuh jalur hukum 
11106,menempuh jalur hukum 
11107,menempuh jalur hukum 
11108,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11109,menempuh jalur hukum 
11110,debeezstttyu yu laporin jahat kurirnya 
11111,malam min kira cargo pengiriman solo bekasi tidak kira perhitungan harganya terima kasih 
11112,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11113,hallo kak selamat malam letisia bantu 
11114,hai kakak selamat malam nike ekspres dibantu kakak 
11115,menempuh jalur hukum 
11116,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11117,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11118,toko online bangsat ngirim paketan kosong kabar ga diproses 
11119,malam kak wkwkwk 
11120,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11121,kak bantu terima kasih 
11122,baiklah 
11123,cek dm min 
11124,kamutu support dr netijen min resi 
11125,ekspres yohana bantu terimakasih 
11126,kak letisia paket kakak tsb dalam proses pengantaran kurir dibawa kak mohon ditunggu terimakasih 
11127,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11128,selamat siang kakak bantu terima kasih 
11129,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11130,gapapa min sabar menunggu 
11131,cepat yak cepat sih 
11132,kakak mohon dibantu infokan resinya bantu pengecekan kakak lampirkan whatsapp official line kak terima kasih 
11133,kak mohon ditunggu batas maksimal pengiriman paket kakak tanggal kak terimakasih 
11134,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11135,mantap 
11136,gini 
11137,salah kebijakan bukti perusahaan tidak abai karyawannya dicontoh 
11138,hai kak ekspres maria perihal bantu kak terimakasih 
11139,hallo kak dian mohon maaf mempermudah pengecekan dibantu informasikan resi sicepatnya kakak nomor resi angka awali angka kakak terima kasih 
11140,menempuh jalur hukum via 
11141,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11142,menempuh jalur hukum 
11143,id hallo kak selamat malam ekspres mohon maaf kakak pengirim penerima kakak agent 
11144,beberkan duduk perkara kurirnya diancam samurai pria tangsel 
11145,emg paling terbaik based on pengalaman belanja online 
11146,pelaku curiga lantaran paketnya tidak pesanan kurir memintanya mengembalikan barang 
11147,terkait keselamatan menimpa kurir diproses hukum 
11148,min paket deh nyampe solo tanggal tidak segra diantar bawa gonta ganti tlng segra diantar 
11149,menempuh jalur hukum 
11150,informasi resi id 
11151,tumben banget hikd 
11152,bagus 
11153,pelaku curiga lantaran paketnya tidak pesanan kurir memintanya mengembalikan barang 
11154,ruangguru dinilai berpeluang unicorn ketujuh ruangguru sicep 
11155,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11156,hai kak selamat malam ekspres perihal bantu terima kasih 
11157,menempuh jalur hukum 
11158,pelaku curiga lantaran paketnya tidak pesanan kurir memintanya mengembalikan barang 
11159,wkwkw 
11160,pelaku curiga lantaran paketnya tidak pesanan kurir memintanya mengembalikan barang online shop 
11161,pastikan perlindungan hukum kurir diancam pedang pesanan 
11162,menempuh jalur hukum 
11163,mantap nya memang gini melindungi karyawan keselamatan pegawai nomor 
11164,terkait keselamatan menimpa kurir diproses hukum 
11165,hai kakak sore hamid ekspres dibantu diinfo nomor resi manualnya kakak 
11166,terimakasih abang repotin rating w kasih rating deh 
11167,tertawa anjing 
11168,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11169,kurir diancam pembeli pakai samurai ekspres menolak mediasi pelaku trauma 
11170,mampus goodjob 
11171,menempuh jalur hukum 
11172,benar trauma teman ane kabe inisial dikasih libur 
11173,send by dm 
11174,kakak mohon bantu pengetiikan alamat manual kak bantu lampirkan pelaporan tiket paket kakak terima kasih 
11175,min kurir nya salah kirim paket 
11176,kakak solihah mohon maaf paket kakka resi kakak terima terimakasih 
11177,bicara bicara paket tu ngagetin sumpahh teriak mantap bgtt teriaknya dpn pintu kebuka paket wkwkkwkw sih cmn dirmh pintu rmhku kebuka mas paketnya mandiri buka gerbang 
11178,menempuh jalur hukum 
11179,lhoo dwri siang brangsong kecamatan sebelah penerima dikirim nunggu dikirim 
11180,keren 
11181,halo kakak customer service ekspres bantu kakak terima kasih 
11182,hallo min kurir nya salah kirim barang resi terima dikirim 
11183,good move si cepat 
11184,good move 
11185,hai kak miske paket kakak diterima paket kakak terkendala paketnya terkirim destinasi mohon informasi alamat lengkap telepon penerima kak dibantu kirimkan dm kak terima kasih agent 
11186,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11187,beberkan duduk perkara kurirnya diancam samurai pria tangsel 
11188,kerenbukan dijadiin duta xixixixi 
11189,usut tuntas pelaku ancam kurirnya pakai samurai 
11190,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11191,menempuh jalur hukum via 
11192,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11193,halu is my go to best delivery service 
11194,menempuh jalur hukum 
11195,resi main dsri siang deket kecamatan ngak gerak 
11196,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11197,cepat an ambil promoan salah pilih kurir alamat nyampe semingguan 
11198,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11199,ambil menunggu besok diantar nomer aktif 
11200,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11201,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11202,paket terima sleman sleman murangan kakak bantu informasikan dalam proses team kak mohon berkenan menunggu pastikan nomor handphone aktif kak terima kasih 
11203,beberkan duduk perkara kurirnya diancam samurai pria tangsel 
11204,min gerainya deket rumah 
11205,ekspres is collaborating with dmmx a digital cloud advertising infrastructure issuer to develop a digital marketing platform for millions of small and medium micro business networks currently has invested ownership in dmmx to enhance synergy 
11206,sumpah gamau ngirim paket banget busettt 
11207,hai kak mohon maaf kakak melakukan pengambilan paket gerai terima kasih 
11208,beberkan duduk perkara kurirnya diancam samurai pria tangsel 
11209,usut tuntas pelaku ancam kurirnya pakai samurai 
11210,cepat wow im impressed 
11211,halo min menanyakan paket nomer resi didomisili ambil 
11212,tumben si cepat pickupnya beli barang sore status order pickup ek dipickup sore order pickup pahi dipickup sore pickup sore 
11213,my love 
11214,korban kurir diancam menggunakan sebilah pedang menolak mengembalikan uang pelaku 
11215,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11216,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11217,udahmah cepat bagus ngirim barangnya bagus dalam melindungi pekerjanya salut 
11218,kakak melakukan komplaint whatsapp official line kak terima kasih agent 
11219,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11220,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11221,owh iyaa resinya awalan min 
11222,bookmail terima kasih mas bersedia mengantarkan rumah dikasih bonus buku pembelian buku tercepat mah kalah 
11223,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11224,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11225,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11226,kakak informasikan paket dibawa ali murtadlo mohon kebersediannya menunggu kurir menuju pengantarannya rute kurirnya terima kasih 
11227,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11228,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11229,respect banget dalam lapangan perusahaan kerjanya bagus ngelindungin pekerjanya 
11230,kak nomor resinya silahkan cek kak resi berawalan digit angka terima kasih 
11231,ko yaa 
11232,mantap 
11233,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11234,keren 
11235,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11236,min resinya 
11237,maka patut diduga online shop bermasalah akar permasalahannya online shop wardaniman 
11238,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11239,hallo kakak cs ekspres perihal mohon dibantu infokan resi digit diawali angka dalam pengetikan lakukan pengecekan kak terima kasih ag 
11240,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11241,kasus pria ancam kurir pakai samurai polisi selidiki online shop 
11242,polisikan pria viral ancam kurirnya pakai samurai tangsel via 
11243,minn yaa ku order barang shopee pke alamatnya benar bogor pas cek update resinya tersesat sleman paketnya makanan beku min busuk jalan 
11244,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11245,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11246,good move kurir aman perusahaan melindungi karyawan marketplace mengusut seller tsb udaahh tidak perlu cod cod an 
11247,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11248,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11249,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11250,bersaing halunya 
11251,meja kursi dikirim pakai kargo dateng praduga data kena retas ga bertanggung jawab nuker nuker alamat packingan barang 
11252,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11253,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11254,appreciate cs nya cepat barang nyampe jam marah 
11255,ga lupa ganti 
11256,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11257,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11258,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11259,halo kak dibantu terimakasih agent 
11260,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11261,cek dm min 
11262,cepeeet bangeeet i luv wkwk pakai hemat soalnyaa ongkirnya mehong banget regular 
11263,kak paket dalam antrian pick up kak estimasi x jam kak mohon ditunggu kak maksimalkan proses pick up nya kak terimakasih 
11264,hallo selamat sore kak ekspres kak kamila mohon maaf kendala ketidaknyamanannya kak dibantu nomor resi paketnya terima kasih 
11265,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11266,min tidak niatan sponsor f cepat banget ngirimnya 
11267,mangstab 
11268,kakak mohon berkenan menunggu proses pickupnya kakak terima kasih agent 
11269,proses investigasi mohon informasi detail nama penerima alamat lengkap telepon dihubungi membalas twitter harap membalas whatsapp customer service nomor 
11270,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11271,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai 
11272,polisi mengusut seller diduga barang palsu hingga membuat konsumen menodong kurir pakai samurai 
11273,blom min buset deh 
11274,oke on way jalan 
11275,hai kak ekspres miske dibantu mempermudah pengecekan diinfokan nomor resi resi angka diawali kakak kirimkan nomor resi dm kak terimakasih agent 
11276,penerima kak 
11277,besok barang tidak uang perkembangan pertanggung nya 
11278,kak letisia mohon maaf kakak penerima pengirim kak terimakasih 
11279,barang hilang destinasi respon wa line wa line slow respon banget cepat gada kendala astaga kaget 
11280,hai min dibantu paket terima croscheck terima kasih 
11281,kak cek dm 
11282,kakak bantu terima kasih 
11283,sore kakak dipick up terima kasih kasih 
11284,kakak dibantu kakak terima kasih agent 
11285,hai kakak sore hamid ekspres kendala kakak alami diinfo nomor resi manual nya kakak 
11286,sumpah paket dipickup mama ku nada telepon mas nya sehari ga dipick up 
11287,halo kak iqbal mohon maaf ketidaknyamanan kak proses investigasi dibantu dm alamat lengkapnya disertai nomor telpon penerima dihubungi kak terima kasih 
11288,kak terimakasih infonya 
11289,halo kak ekspres informasikan gerai buka jam pagi hingga jam sore sesuaikan ketentuan daerah kakak melakukan pengecekan gerai terdekat terimakasih 
11290,ga c dikirim rumah pakai 
11291,kirim barang tutup jam libur 
11292,faqq bayar duluan a iyaq a paling lambat kerjaq include ongkos kirim ga a tidak ongkos kirim cek ongkos kirim pengiriman via a j amp t sicepatq custom desain tidak a mf gk 
11293,platform gofood namanya digiresto 
11294,nyesel gapake 
11295,min nerima paketnya keterangan terima 
11296,kurir pickup paket rumah diantar paketnya agen terdekat j amp t anteraja pickup paket jadwal pickup 
11297,kakak terima kasih suddah berkenan menunggu proses investigasi paketnya tim terkait kak terima kasih 
11298,min mohon bantuannya terima kasih 
11299,preloved cardigan uniqlo ori uk m ld price idr kotor foto hilang dicuci kabupaten cirebon indonesiaekspedisi j amp t 
11300,paket ninja 
11301,nyobain pakai pick up nulis resi doang kak 
11302,kakak terimakasih terimakasih menghubungi ekspres kakak 
11303,dm 
11304,kak mohon maaf ketidaknyamanan kak mohon menunggu proses investigasi tim terkait kak terima kasih 
11305,pakai jasa biar 
11306,gajadi min terima kasih wkwk 
11307,hallo kak rezki kak mohon maaf ketidaknyaman nya bantu proses investigasi dibantu melampirkan alamat lengkap nomor telepon hubungi dm whatsapp terimakasih 
11308,pakai ditulis alamat nder 
11309,terima min tetangga deket rumah ga nerima 
11310,dikirim tanggal jam diterima tanggal jam 
11311,hai kak mohon maaf ketidaknyamanannya kak kakak menerima paket dalam keadaan terima kasih 
11312,paket yah 
11313,rumahku deket cabang cabang id express 
11314,min nomor resi barang diterima tidak menerima 
11315,hai kak miske nomor resi tsb tim coba paketnya alamat dituju tutup ulang paketnya dalam kerja kak mohon ditunggu pengantaran ulang kak terima kasih agent 
11316,jb tidak pakai kurir paket tokopedia pakai kutulis nomor resi penerimanya habis ku drop gerainya kan nunggu sebentar terima kasih jawabannya 
11317,ruangguru dinilai berpeluang unicorn ketujuh ruangguru meraih pendanaan berencana ipo 
11318,halo kakak customer service ekspres mohon maaf dibantu infokan nomor resi pengiriman nya kakak bantu pengecekkan terima kasih 
11319,nomor resinya diumbar 
11320,kak mohon ditunggu proses investigasi maksimal x jam terhitung laporan dibuat tim perwakilan menghubungi kakak terimakasih ag 
11321,hai kakak sintia ekspres bantu terima kasih 
11322,hai kakak selamat siang ekspres bantu terima kasih 
11323,gamau pick up paket sehari 
11324,kurir dateng 
11325,hai kak mohon maaf cek resi dalam proses antrian pick up kakak mohon berkenan menunggu x jam terhitung pengirim klik permintaan pick up kakak terimakasih 
11326,kakak mohon bantu kakak resi paket nya kakak kakak kakak kakak dm twitter kakak terima kasih agent 
11327,hai kak lakukan pengecekan paket dalam proses pengiriman estimasi kerja kak mohon kesediaan nya menunggu terima kasih 
11328,gahanya loh kejadian gatau alesannya kurirnya ga pick up 
11329,siang kak kira kira pesanan pick up 
11330,galucuu mas j amp t barengan dpn rumah 
11331,kecewa banget mengubah kurir default dr anterja orderan ku ntah nyangkut 
11332,sebenernya ga ngubungin min jbjb huee 
11333,kakak mohon maaf ketidaknyamanya kak proses pengirimannya bantu maksimalkan kak paket kakak terima mohon kesediaan kakak menunggu terima kasih 
11334,id express 
11335,kakak mohon maaf kendala kakak paket bantu maksimalkan pengirmannya kakak mohon kesediaannya menuggu kedatangan paketnya kakak terima kasih 
11336,
11337,sampenya kaya 
11338,prefer to anteraja maaf to say 
11339,gratong halu uwu 
11340,pt logitek digital nusantara anak perusahaan pt telefast tbk tfas pt ekspres menjalin kerja pt shippindo teknologi logistik shipper 
11341,kakak mohon maaf ketidaknyamanannya follow up tim terkait dievaluasi kakak terima kasih agent 
11342,pt logitek digital nusantara ldn anak perusahaan pttelefast indonesiatbk ptsicepat ekspres melakukan perluasan jaringanpick updandrop pointsicepat selengkapnya 
11343,cod marketplace biasany pakai jasa pengiriman melayani cod marketplace pos ninjalainny egk 
11344,hai kakak mohon maf informasi update paket tsb disistem paket keluar dki jakarta jaksel sortation mohon ditungu prosesnya terimakasih 
11345,drop sih ga perlu gimmick pick up 
11346,kak dalam proses pengantaran kak mohon berkenan menunggu pastikan telepon aktif kak terima kasih 
11347,min resi dicek detail 
11348,alamat rumah 
11349,kak setalah cek paket kakak diserahkan pengiriman mohon konfirmasi pengirim memintakan bukti pick up dropnya kak terimakasih 
11350,kak mohon menunggu proses pengirimannya pengiriman alamat rumah kakak terimakasih 
11351,dikonfirmasi katanya dalam pengiriman cek resi nya disitu 
11352,kakak paketnya diterima dalam keadaan kakak terima kasih ag 
11353,diantar pagi dikonfirmasi jam ditelpon kurir amp suruh nunggu diantar 
11354,paket terima kak terimakasih diusahakan mohon maaf emosi 
11355,kaya nder halu bukan 
11356,kak informasikan kakak pengirim penerima kak nama kak terkait kakak dm kak tunggu kak terima kasih 
11357,persis nama servicenya halu pelayanan penuh halu kacau ga 
11358,besok dikirim dg alamat kantor tutup 
11359,hmm 
11360,solo belitung ganyampe pakai reguler gilakk 
11361,mohon maaf nomer resi paketnya terkirim destinasi salah sortir tim operasional mohon konfirmasi alamat lengkap nomer telepon penerimanya dm kak terima kasih 
11362,ga pakai nya barang dikasih tetangga bukan tetangga jam segitu rumah lho 
11363,menyesal pakai 
11364,oke dm nomor nya 
11365,hallo kak silahkan menghubungi dm whatsapp informasi lanjutnanya terima kasih 
11366,kak mohon maaf ketidaknyamanan nya dibantu informasi nomor resi nya kak ag 
11367,barang nya diterima ga tindak lanjutnya seenggaknya kurir kan hubungin nomer alamat sih kasih 
11368,kak intan kakak merubah alamat pengiriman terimakasih 
11369,hallo kak zaenal bantu terima kasih 
11370,min paket resi rusak barangnya min 
11371,statusnya criss cross min 
11372,amazed banget nya penerima nya tetangga bukan tetangga 
11373,halo kakak customer service ekspres mohon maaf dibantu infokan nomor resi pengiriman nya kakak bantu pengecekkan terima kasih 
11374,criss cross 
11375,ga respon kak 
11376,admin rekap admin packing kakak rumah deket j amp t dom cianjur 
11377,kakak perihal kota kecamatan kak terima kasih ag 
11378,hai kak mohon maaf ketidaknyamanan dialami lakukan pengecekan kendala kakak ditindaklanjuti tim terkait mohon kesediaan kakak menunggu informasi tim terkait kak terima kasih 
11379,sihh kirim pakai bingung 
11380,skrng informasi lanjutan euy 
11381,si cepat ternate gk min 
11382,hai kak mohon informasikan nomor resi kakak pengetikan manual awali angka digit angka mempermudah melakukan pengecekan informasikan kakak penerima pengirim kak terima kasih 
11383,akuu punyaa nomer abangnya pickup wa 
11384,halo x loh keterangannya gini kurir tidak rumah keterangannya repot kirim manual gudang ga niat kasih layanan pick up dihapus 
11385,kak mohon maaf nya informasikan kendala nya kakak melakukan pengiriman laynan kakak terima kasih 
